"Plant.Code","Plant.Name","State","Latitude","Longitude","total.consumption","dcdc.consumption","gwbr.consumption","gwfr.consumption","gwsa.consumption","pdfr.consumption","swbr.consumption","swfr.consumption","swsa.consumption"
1634,"Gardners Falls","MA","42.5914","-72.730800000000002",0,0,0,0,0,0,0,0,0
1637,"Putts Bridge","MA","42.157896000000001","-72.486429999999999",0,0,0,0,0,0,0,0,0
1638,"Redbridge","MA","42.176046999999997","-72.409520999999998",0,0,0,0,0,0,0,0,0
1642,"NAEA Energy Massachusetts LLC","MA","42.094999999999999","-72.594999999999999",16212.9708924177,0,0,0,0,0,0,16212.9708924177,0
1643,"Woodland Road","MA","42.336215000000003","-73.235485999999995",0,0,0,0,0,0,0,0,0
1660,"Potter Station 2","MA","42.234999999999999","-70.967200000000005",54651.9298396313,0,0,0,0,0,0,0,0
1670,"High Street Station","MA","42.698599999999999","-70.869699999999995",0,0,0,0,0,0,0,0,0
1678,"Waters River","MA","42.542949","-70.928314",0,0,0,0,0,0,0,0,0
1682,"Cleary Flood","MA","41.865299999999998","-71.106099999999998",123392.304106278,0,0,0,0,0,13218.9187739949,0,0
1693,"Alcona","MI","44.561960999999997","-83.804505000000006",0,0,0,0,0,0,0,0,0
1694,"Allegan Dam","MI","42.563803","-85.953975999999997",0,0,0,0,0,0,0,0,0
1695,"B C Cobb","MI","43.258768000000003","-86.242267999999996",1470691.13982557,0,0,0,0,0,0,0,0
1698,"C W Tippy","MI","44.259135000000001","-85.939565000000002",0,0,0,0,0,0,0,0,0
1700,"Cooke","MI","44.472624000000003","-83.571946999999994",0,0,0,0,0,0,0,0,0
1701,"Croton","MI","43.437322000000002","-85.664462",0,0,0,0,0,0,0,0,0
1702,"Dan E Karn","MI","43.644995999999999","-83.840074000000001",2116498.09769637,0,0,0,0,0,0,2116498.09769637,0
1704,"Five Channels","MI","44.455517999999998","-83.676274000000006",0,0,0,0,0,0,0,0,0
1705,"Foote","MI","44.435381","-83.440721999999994",0,0,0,0,0,0,0,0,0
1706,"Gaylord - Consumers","MI","45.0306","-84.703900000000004",0,0,0,0,0,0,0,0,0
1707,"Hardy","MI","43.486618","-85.629866000000007",0,0,0,0,0,0,0,0,0
1708,"Hodenpyl","MI","44.362859999999998","-85.819968000000003",0,0,0,0,0,0,0,0,0
1710,"J H Campbell","MI","42.910296000000002","-86.200739999999996",6660815.48016891,0,0,0,0,0,0,0,0
1712,"Loud","MI","44.463099999999997","-83.720799999999997",0,0,0,0,0,0,0,0,0
1713,"Ludington","MI","43.894199999999998","-86.444699999999997",0,0,0,0,0,0,0,0,0
1714,"Mio","MI","44.661113999999998","-84.131691000000004",0,0,0,0,0,0,0,0,0
1715,"Palisades","MI","42.323","-86.314599999999999",14812342.9886589,0,0,0,0,0,0,14812342.9886589,0
1716,"Rogers","MI","43.613000999999997","-85.479468999999995",0,0,0,0,0,0,0,0,0
1718,"Straits","MI","45.766858999999997","-84.756601000000003",0,0,0,0,0,0,0,0,0
1719,"Thetford","MI","43.156745999999998","-83.628589000000005",0,0,0,0,0,0,0,0,0
1720,"J C Weadock","MI","43.639927","-83.844712000000001",1324751.0082909,0,0,0,0,0,0,0,0
1722,"Webber","MI","42.952800000000003","-84.902500000000003",0,0,0,0,0,0,0,0,0
1723,"J R Whiting","MI","41.792113999999998","-83.449479999999994",1413375.3794166,0,0,0,0,0,0,0,0
1725,"Colfax","MI","42.658653000000001","-84.095180999999997",0,0,0,0,0,0,0,0,0
1728,"Delray","MI","42.294699999999999","-83.101900000000001",0,0,0,0,0,0,0,0,0
1729,"Fermi","MI","41.963099999999997","-83.258099999999999",19821598.6554215,0,0,0,0,0,0,19821598.6554215,0
1730,"Hancock","MI","42.549700000000001","-83.442499999999995",0,0,0,0,0,0,0,0,0
1733,"Monroe (MI)","MI","41.890599999999999","-83.346400000000003",11849553.7756486,0,0,0,0,0,0,0,0
1734,"Northeast (MI)","MI","42.45","-83.0381",0,0,0,0,0,0,0,0,0
1735,"Oliver","MI","43.8264","-83.238299999999995",0,0,0,0,0,0,0,0,0
1737,"Placid 12","MI","42.710599999999999","-83.456900000000005",0,0,0,0,0,0,0,0,0
1739,"Putnam (MI)","MI","42.710799999999999","-83.456100000000006",0,0,0,0,0,0,0,0,0
1740,"River Rouge","MI","42.273899999999998","-83.111900000000006",1850687.63362506,0,0,0,0,0,0,1850687.63362506,0
1741,"Slocum","MI","42.122500000000002","-83.185000000000002",0,0,0,0,0,0,0,0,0
1743,"St Clair","MI","42.764200000000002","-82.471900000000005",4244286.92984714,0,0,0,0,0,0,4244286.92984714,0
1744,"Superior","MI","42.2639","-83.642200000000003",0,0,0,0,0,0,0,0,0
1745,"Trenton Channel","MI","42.121699999999997","-83.180800000000005",0,0,0,0,0,0,0,0,0
1746,"Wilmot","MI","43.456600000000002","-83.188900000000004",0,0,0,0,0,0,0,0,0
1750,"Manistique","MI","45.955013999999998","-86.256291000000004",0,0,0,0,0,0,0,0,0
1751,"Edison Sault","MI","46.516199999999998","-84.372900000000001",0,0,0,0,0,0,0,0,0
1753,"Berrien Springs","MI","41.943899999999999","-86.328900000000004",0,0,0,0,0,0,0,0,0
1754,"Buchanan (MI)","MI","41.839565999999998","-86.351050000000001",0,0,0,0,0,0,0,0,0
1756,"Saxon Falls","WI","46.539200000000001","-90.374200000000002",0,0,0,0,0,0,0,0,0
1757,"Superior Falls","MI","46.564601000000003","-90.416146999999995",0,0,0,0,0,0,0,0,0
1760,"Constantine","MI","41.843600000000002","-85.669399999999996",0,0,0,0,0,0,0,0,0
1761,"Mottville","MI","41.805599999999998","-85.750500000000002",0,0,0,0,0,0,0,0,0
1769,"Presque Isle","MI","46.578899999999997","-87.394999999999996",1470685.07909915,0,0,0,0,0,0,0,0
1771,"Escanaba","MI","45.771667000000001","-87.063922000000005",18973.310336766,0,0,0,0,0,0,0,0
1772,"John H Warden","MI","46.755299999999998","-88.455799999999996",214554.260834978,0,0,0,0,0,0,0,0
1773,"Prickett","MI","46.726100000000002","-88.662499999999994",0,0,0,0,0,0,0,0,0
1774,"Victoria Dam","MI","46.696399999999997","-89.2089",0,0,0,0,0,0,0,0,0
1775,"Brule","WI","45.947200000000002","-88.218900000000005",0,0,0,0,0,0,0,0,0
1776,"Chalk Hill","MI","45.513599999999997","-87.801100000000005",0,0,0,0,0,0,0,0,0
1777,"Hemlock Falls","MI","46.131100000000004","-88.224999999999994",0,0,0,0,0,0,0,0,0
1778,"Kingsford","MI","45.807955999999997","-88.125120999999993",0,0,0,0,0,0,0,0,0
1780,"Michigamme Falls","MI","45.955300000000001","-88.195800000000006",0,0,0,0,0,0,0,0,0
1781,"Peavy Falls","MI","45.990780999999998","-88.210514000000003",0,0,0,0,0,0,0,0,0
1784,"Twin Falls (MI)","MI","45.871899999999997","-88.069400000000002",0,0,0,0,0,0,0,0,0
1785,"Way Dam","MI","46.159199999999998","-88.235299999999995",0,0,0,0,0,0,0,0,0
1786,"White Rapids","MI","45.482084","-87.802177999999998",0,0,0,0,0,0,0,0,0
1787,"Grand Rapids","MI","45.354700000000001","-87.6494",0,0,0,0,0,0,0,0,0
1818,"Clinton","MI","42.072499999999998","-83.971400000000003",0,0,0,0,0,0,0,0,0
1821,"Crystal Falls","MI","46.106278000000003","-88.334530999999998",0,0,0,0,0,0,0,0,0
1825,"J B Sims","MI","43.070599999999999","-86.234999999999999",135045.892202807,0,0,0,0,0,0,0,0
1826,"Grand Haven Diesel Plant","MI","43.061188999999999","-86.236639999999994",0,0,0,0,0,0,0,0,0
1830,"James De Young","MI","42.7956","-86.113299999999995",39567.2213557834,0,0,0,0,0,0,0,0
1831,"Eckert Station","MI","42.718389999999999","-84.558080000000004",427463.434674083,0,0,0,0,0,0,427463.434674083,0
1832,"Erickson Station","MI","42.692222000000001","-84.657222000000004",1725187.61588888,0,0,0,0,0,0,1725187.61588888,0
1840,"Plant Four","MI","46.575964999999997","-87.403578999999993",0,0,0,0,0,0,0,0,0
1842,"James R Smith","MI","46.571638999999998","-87.410454999999999",0,0,0,0,0,0,0,0,0
1843,"Shiras","MI","46.530597999999998","-87.392206000000002",234825.613133303,0,0,0,0,0,0,0,0
1844,"Marshall (MI)","MI","42.271700000000003","-84.941100000000006",0,0,0,0,0,0,0,0,0
1846,"Newberry","MI","46.593299999999999","-85.818299999999994",0,0,0,0,0,0,0,0,0
1848,"Norway (MI)","MI","45.788899999999998","-87.905799999999999",0,0,0,0,0,0,0,0,0
1852,"St Louis","MI","43.401899999999998","-84.601399999999998",0,0,0,0,0,0,0,0,0
1853,"Main Street (MI)","MI","43.728900000000003","-83.436700000000002",0,0,0,0,0,0,0,0,0
1855,"Sturgis City  Diesel Plant","MI","41.799199999999999","-85.425600000000003",0,0,0,0,0,0,0,0,0
1856,"Hydro Plant","MI","41.9711","-85.5381",0,0,0,0,0,0,0,0,0
1865,"Saint Marys Falls","MI","46.506250000000001","-84.349266999999998",0,0,0,0,0,0,0,0,0
1866,"Wyandotte","MI","42.208100000000002","-83.145300000000006",127340.641472846,0,0,0,0,0,0,0,0
1867,"Zeeland","MI","42.806699999999999","-86.055800000000005",0,0,0,0,0,0,0,0,0
1868,"Dafter","MI","46.3292","-84.384699999999995",0,0,0,0,0,0,0,0,0
1871,"Kleber","MI","45.391984000000001","-84.333257000000003",0,0,0,0,0,0,0,0,0
1873,"Tower","MI","45.362819999999999","-84.294970000000006",0,0,0,0,0,0,0,0,0
1875,"Ubly","MI","43.680599999999998","-82.947800000000001",0,0,0,0,0,0,0,0,0
1877,"George Johnson","MI","43.839300000000001","-85.426000000000002",0,0,0,0,0,0,0,0,0
1880,"Claude Vandyke","MI","42.731000000000002","-85.855099999999993",-24.0562966552095,0,0,0,0,0,0,0,0
1881,"Vestaburg","MI","43.401600000000002","-84.914100000000005",0,0,0,0,0,0,0,0,0
1888,"Fox Lake","MN","43.672800000000002","-94.707499999999996",1082.62798479778,0,0,0,0,0,0,0,0
1889,"Hills","MN","43.528874000000002","-96.364722",0,0,0,0,0,0,0,0,0
1891,"Syl Laskin","MN","47.5306","-92.161900000000003",269575.581912542,0,0,0,0,0,0,269575.581912542,0
1892,"Blanchard","MN","45.861400000000003","-94.359200000000001",0,0,0,0,0,0,0,0,0
1893,"Clay Boswell","MN","47.261099999999999","-93.652799999999999",9642215.62799237,0,0,0,0,0,0,9642215.62799237,0
1894,"Fond Du Lac","MN","46.666767999999998","-92.293897000000001",0,0,0,0,0,0,0,0,0
1895,"Knife Falls","MN","46.726627000000001","-92.448618999999994",0,0,0,0,0,0,0,0,0
1896,"Little Falls (MN)","MN","45.975012999999997","-94.369094000000004",0,0,0,0,0,0,0,0,0
1897,"M L Hibbard","MN","46.735331000000002","-92.151711000000006",27488.4519828793,0,0,0,0,0,0,0,0
1898,"Pillager","MN","46.316032999999997","-94.484943999999999",0,0,0,0,0,0,0,0,0
1899,"Scanlon","MN","46.709125999999998","-92.421733000000003",0,0,0,0,0,0,0,0,0
1900,"Sylvan","MN","46.305","-94.377499999999998",0,0,0,0,0,0,0,0,0
1901,"Thomson","MN","46.655000000000001","-92.333299999999994",0,0,0,0,0,0,0,0,0
1902,"Winton","MN","47.934399999999997","-91.763900000000007",0,0,0,0,0,0,0,0,0
1904,"Black Dog","MN","44.8108","-93.250100000000003",2219793.86986698,0,0,0,0,0,0,2219793.86986698,0
1910,"Granite City","MN","45.575600000000001","-94.140799999999999",0,0,0,0,0,0,0,0,0
1911,"Hennepin Island","MN","44.982359000000002","-93.254163000000005",0,0,0,0,0,0,0,0,0
1912,"High Bridge","MN","44.931399999999996","-93.111699999999999",723584.937086444,0,0,0,0,0,0,723584.937086444,0
1913,"Inver Hills","MN","44.780999999999999","-93.042000000000002",0,0,0,0,0,0,0,0,0
1914,"Key City","MN","44.197400000000002","-94.007800000000003",0,0,0,0,0,0,0,0,0
1915,"Allen S King","MN","45.03","-92.778599999999997",2314559.49717658,0,0,0,0,0,0,2314559.49717658,0
1922,"Monticello Nuclear Facility","MN","45.333799999999997","-93.849299999999999",5941582.21916024,0,0,0,0,0,0,5941582.21916024,0
1925,"Prairie Island","MN","44.622","-92.633300000000006",11519394.9396605,0,0,0,0,0,0,11519394.9396605,0
1926,"Red Wing","MN","44.569200000000002","-92.516912000000005",198301.946589405,0,0,0,0,0,0,0,0
1927,"Riverside (MN)","MN","45.020299999999999","-93.275300000000001",717086.275426341,0,0,0,0,0,0,717079.881743712,0
1929,"St James","MN","43.621667000000002","-95.678888999999998",0,0,0,0,0,0,0,0,0
1934,"Wilmarth","MN","44.1967","-94.000900000000001",193502.544573486,0,0,0,0,0,0,0,0
1943,"Hoot Lake","MN","46.290641000000001","-96.043251999999995",761579.199878482,0,0,0,0,0,0,761579.199878482,0
1956,"Adrian","MN","43.639167","-95.943611000000004",0,0,0,0,0,0,0,0,0
1958,"Alexandria","MN","45.889167","-95.379722000000001",0,0,0,0,0,0,0,0,0
1964,"Benson City of","MN","45.314444000000002","-95.602777000000003",0,0,0,0,0,0,0,0,0
1966,"Blooming Prairie","MN","43.922499999999999","-93.124700000000004",0,0,0,0,0,0,0,0,0
1967,"Blue Earth","MN","43.637500000000003","-94.101667000000006",0,0,0,0,0,0,0,0,0
1969,"Delano","MN","45.041378000000002","-93.790521999999996",0,0,0,0,0,0,0,0,0
1970,"Detroit Lakes","MN","46.817500000000003","-95.843333000000001",0,0,0,0,0,0,0,0,0
1971,"Elk River City of","MN","45.315800000000003","-93.578100000000006",0,0,0,0,0,0,0,0,0
1972,"Fairfax","MN","44.527799999999999","-94.721699999999998",0,0,0,0,0,0,0,0,0
1973,"Fairmont (MN)","MN","43.657899999999998","-94.464699999999993",0,0,0,0,0,0,0,0,0
1975,"Glencoe","MN","44.770899999999997","-94.158199999999994",0,0,0,0,0,0,0,0,0
1976,"Grand Marais","MN","47.775799999999997","-90.339200000000005",0,0,0,0,0,0,0,0,0
1977,"Granite Falls","MN","44.811684999999997","-95.534549999999996",0,0,0,0,0,0,0,0,0
1979,"Hibbing","MN","47.429400000000001","-92.935000000000002",163709.931905163,0,0,0,0,0,0,0,0
1980,"Hutchinson Plant #1","MN","44.895741000000001","-94.368432999999996",5986.13781929955,0,0,0,0,0,0,0,0
1982,"Janesville","MN","44.112200000000001","-93.694400000000002",0,0,0,0,0,0,0,0,0
1983,"Kenyon Municipal","MN","44.268900000000002","-92.971400000000003",0,0,0,0,0,0,0,0,0
1985,"Lake Crystal","MN","44.106887999999998","-94.219696999999996",0,0,0,0,0,0,0,0,0
1987,"Lanesboro","MN","43.720025999999997","-91.977738000000002",0,0,0,0,0,0,0,0,0
1989,"Litchfield","MN","45.115000000000002","-94.528099999999995",0,0,0,0,0,0,0,0,0
1990,"Luverne","MN","43.654443999999998","-96.201943999999997",0,0,0,0,0,0,0,0,0
1993,"Marshall (MN)","MN","44.446584999999999","-95.792118000000002",0,0,0,0,0,0,0,0,0
1996,"Moose Lake","MN","46.448900000000002","-92.781400000000005",0,0,0,0,0,0,0,0,0
1997,"Mora","MN","45.895800000000001","-93.294200000000004",0,0,0,0,0,0,0,0,0
1998,"Mountain Lake","MN","43.9405","-94.943399999999997",0,0,0,0,0,0,0,0,0
1999,"New Prague","MN","44.540300000000002","-93.580600000000004",0,0,0,0,0,0,0,0,0
2001,"New Ulm","MN","44.315899999999999","-94.458100000000002",3000.60188059295,0,0,0,0,0,0,0,0
2002,"North Branch (MN)","MN","45.5017","-92.968599999999995",0,0,0,0,0,0,0,0,0
2003,"Owatonna","MN","44.083300000000001","-93.23",0,0,0,0,0,0,0,0,0
2004,"Preston (MN)","MN","43.672199999999997","-92.084699999999998",0,0,0,0,0,0,0,0,0
2005,"Princeton (MN)","MN","45.573099999999997","-93.576099999999997",0,0,0,0,0,0,0,0,0
2007,"Rochester Hydro","MN","44.212980999999999","-92.480176999999998",0,0,0,0,0,0,0,0,0
2008,"Silver Lake","MN","44.028179999999999","-92.460376999999994",-6029.49971987947,0,0,0,0,0,0,0,0
2009,"Redwood Falls","MN","44.543100000000003","-95.117800000000003",0,0,0,0,0,0,0,0,0
2011,"Sleepy Eye","MN","44.298099999999998","-94.574399999999997",0,0,0,0,0,0,0,0,0
2012,"Springfield (MN)","MN","44.244700000000002","-94.975800000000007",0,0,0,0,0,0,0,0,0
2014,"Thief River Falls","MN","48.114261999999997","-96.179175999999998",0,0,0,0,0,0,0,0,0
2015,"Truman","MN","43.828415","-94.436908000000003",0,0,0,0,0,0,0,0,0
2018,"Virginia","MN","47.522427999999998","-92.540951000000007",114909.606796144,0,0,0,0,0,0,0,0
2020,"Wells IC","MN","43.744529999999997","-93.724129000000005",0,0,0,0,0,0,0,0,0
2021,"Westbrook","MN","44.039900000000003","-95.442899999999995",0,0,0,0,0,0,0,0,0
2022,"Willmar","MN","45.121704999999999","-95.053235999999998",25730.9237731478,0,0,0,0,0,0,0,0
2023,"Windom","MN","43.868110000000001","-95.114444000000006",0,0,0,0,0,0,0,0,0
2024,"Worthington","MN","43.633490000000002","-95.609234000000001",0,0,0,0,0,0,0,0,0
2038,"Cambridge CT","MN","45.600999999999999","-93.208100000000002",0,0,0,0,0,0,0,0,0
2039,"Elk River","MN","45.296796999999998","-93.558447000000001",254656.371106772,0,0,0,0,0,0,0,0
2042,"Maple Lake","MN","45.229073","-94.009673000000006",0,0,0,0,0,0,0,0,0
2047,"Chevron Oil","MS","30.34","-88.491900000000001",0,0,0,0,0,0,0,0,0
2048,"Sweatt","MS","32.292499999999997","-88.746099999999998",7591.92874339445,0,0,0,0,0,0,0,0
2049,"Jack Watson","MS","30.4392","-89.028599999999997",5762207.25607652,0,0,0,0,0,5762207.25607652,0,0
2050,"Baxter Wilson","MS","32.283099999999997","-90.930599999999998",29178.991344338,0,0,0,0,0,0,29178.991344338,0
2053,"Rex Brown","MS","32.356954000000002","-90.212969999999999",76208.0614145329,0,0,0,0,0,0,76208.0614145329,0
2059,"L L Wilkins","MS","34.1845","-90.562662000000003",177.956028648002,0,0,0,0,0,0,0,0
2062,"Henderson","MS","33.517315000000004","-90.209660999999997",5222.44976757567,0,0,0,0,0,0,0,0
2067,"Yazoo","MS","32.845799999999997","-90.421099999999996",185.64420150508,0,0,0,0,0,0,0,0
2068,"Benndale","MS","30.8889","-88.805400000000006",0,0,0,0,0,0,0,0,0
2070,"Moselle","MS","31.527999999999999","-89.300399999999996",724250.654876368,0,0,724250.654876368,0,0,0,0,0
2071,"Paulding","MS","32.030155000000001","-89.085549999999998",0,0,0,0,0,0,0,0,0
2076,"Asbury","MO","37.361314999999998","-94.589259999999996",826331.204663552,0,0,0,0,0,0,0,0
2079,"Hawthorn","MO","39.130600000000001","-94.477800000000002",2626615.40946807,0,0,0,0,0,0,2626615.40946807,0
2080,"Montrose","MO","38.311399999999999","-93.934799999999996",2240196.39072031,0,0,0,0,0,0,0,0
2081,"Northeast (MO)","MO","39.122799999999998","-94.560599999999994",0,0,0,0,0,0,0,0,0
2082,"Fairgrounds","MO","38.593499999999999","-92.220600000000005",0,0,0,0,0,0,0,0,0
2083,"Kirksville","MO","40.224525","-92.584928000000005",0,0,0,0,0,0,0,0,0
2090,"Nevada","MO","37.850299999999997","-94.344399999999993",0,0,0,0,0,0,0,0,0
2092,"Ralph Green","MO","38.787579999999998","-94.277688999999995",0,0,0,0,0,0,0,0,0
2094,"Sibley","MO","39.178319000000002","-94.184444999999997",1196553.387822,0,0,0,0,0,0,1196553.387822,0
2098,"Lake Road (MO)","MO","39.724600000000002","-94.877300000000005",377856.392168497,0,0,266501.517702361,0,0,0,111354.874466136,0
2099,"Niangua","MO","37.938499999999998","-92.847701000000001",0,0,0,0,0,0,0,0,0
2102,"Howard Bend","MO","38.681797000000003","-90.540047999999999",0,0,0,0,0,0,0,0,0
2103,"Labadie","MO","38.562244","-90.837686000000005",11747685.0809937,0,0,0,0,0,0,11747685.0809937,0
2104,"Meramec","MO","38.401699999999998","-90.335800000000006",3899353.78408764,0,0,0,0,0,0,3899353.78408764,0
2106,"Osage Dam","MO","38.2044","-92.623900000000006",0,0,0,0,0,0,0,0,0
2107,"Sioux","MO","38.915478999999998","-90.290246999999994",3839101.56380405,0,0,0,0,0,0,3839101.56380405,0
2108,"Taum Sauk","MO","37.520833000000003","-90.834721999999999",0,0,0,0,0,0,0,0,0
2115,"Butler","MO","38.264408000000003","-94.344385000000003",0,0,0,0,0,0,0,0,0
2121,"Carthage","MO","37.165300000000002","-94.308899999999994",0,0,0,0,0,0,0,0,0
2122,"Chillicothe","MO","39.783388000000002","-93.564111999999994",0,0,0,0,0,0,0,0,0
2123,"Columbia (MO)","MO","38.964646000000002","-92.316767999999996",43848.2261556864,0,0,0,0,0,0,0,0
2124,"Stockton Hydro","MO","37.693600000000004","-93.769099999999995",0,0,0,0,0,0,0,0,0
2126,"Fulton (MO)","MO","38.868094999999997","-91.947779999999995",0,0,0,0,0,0,0,0,0
2127,"Gallatin (MO)","MO","39.914400000000001","-93.9619",0,0,0,0,0,0,0,0,0
2131,"Higginsville","MO","39.073315000000001","-93.714748",0,0,0,0,0,0,0,0,0
2132,"Blue Valley","MO","39.091900000000003","-94.326099999999997",98058.4473827658,0,0,98058.4473827658,0,0,0,0,0
2134,"Jackson Square","MO","39.094574000000001","-94.411522000000005",0,0,0,0,0,0,0,0,0
2135,"Station H","MO","39.106699999999996","-94.380399999999995",0,0,0,0,0,0,0,0,0
2136,"Station I","MO","39.055954","-94.392956999999996",0,0,0,0,0,0,0,0,0
2137,"Jackson (MO)","MO","37.384700000000002","-89.660600000000002",0,0,0,0,0,0,0,0,0
2138,"Kahoka","MO","40.422499999999999","-91.720600000000005",0,0,0,0,0,0,0,0,0
2139,"Kennett","MO","36.243099999999998","-90.049499999999995",0,0,0,0,0,0,0,0,0
2140,"La Plata","MO","40.0122","-92.507499999999993",0,0,0,0,0,0,0,0,0
2142,"Malden","MO","36.553100000000001","-89.968199999999996",0,0,0,0,0,0,0,0,0
2144,"Marshall (MO)","MO","39.122799999999998","-93.206400000000002",0,0,0,0,0,0,0,0,0
2145,"Memphis","MO","40.375","-92.125",0,0,0,0,0,0,0,0,0
2161,"James River Power Station","MO","37.108611000000003","-93.261944",530507.540731039,0,0,0,0,0,0,530507.540731039,0
2164,"Unionville City of","MO","40.476742000000002","-93.010018000000002",0,0,0,0,0,0,0,0,0
2166,"Table Rock","MO","36.597000000000001","-93.308599999999998",0,0,0,0,0,0,0,0,0
2167,"New Madrid","MO","36.514699999999998","-89.561700000000002",6439740.25411339,0,0,0,0,0,0,6439740.25411339,0
2168,"Thomas Hill","MO","39.552199999999999","-92.638099999999994",6144810.43109721,0,0,0,0,0,0,6144810.43109721,0
2176,"Glendive GT","MT","47.053899999999999","-104.74",0,0,0,0,0,0,0,0,0
2177,"Miles City GT","MT","46.411200000000001","-105.7953",0,0,0,0,0,0,0,0,0
2181,"Black Eagle","MT","47.521331000000004","-111.261442",0,0,0,0,0,0,0,0,0
2182,"Cochrane","MT","47.537500000000001","-111.194969",0,0,0,0,0,0,0,0,0
2185,"Hauser","MT","46.765940999999998","-111.88734100000001",0,0,0,0,0,0,0,0,0
2186,"Holter","MT","46.991500000000002","-112.0047",0,0,0,0,0,0,0,0,0
2187,"J E Corette Plant","MT","45.775620000000004","-108.480999",448661.677410929,0,0,0,0,0,0,448661.677410929,0
2188,"Kerr","MT","47.677700000000002","-114.23390000000001",0,0,0,0,0,0,0,0,0
2191,"Morony","MT","47.581736999999997","-111.06089799999999",0,0,0,0,0,0,0,0,0
2192,"Mystic","MT","45.225740999999999","-109.762489",0,0,0,0,0,0,0,0,0
2193,"Rainbow (MT)","MT","47.534399999999998","-111.2045",0,0,0,0,0,0,0,0,0
2194,"Ryan","MT","47.569938999999998","-111.122546",0,0,0,0,0,0,0,0,0
2195,"Thompson Falls","MT","47.593155000000003","-115.358237",0,0,0,0,0,0,0,0,0
2196,"Old Faithful","WY","44.453299999999999","-110.8347",0,0,0,0,0,0,0,0,0
2199,"Noxon Rapids","MT","47.953888999999997","-115.733611",0,0,0,0,0,0,0,0,0
2203,"Hungry Horse","MT","48.341521","-114.01443",0,0,0,0,0,0,0,0,0
2204,"Yellowtail","MT","45.307406","-107.957515",0,0,0,0,0,0,0,0,0
2214,"Ansley","NE","41.352800000000002","-99.497799999999998",0,0,0,0,0,0,0,0,0
2215,"Auburn","NE","40.388300000000001","-95.846400000000003",0,0,0,0,0,0,0,0,0
2216,"Arnold","NE","41.423889000000003","-100.19416699999999",0,0,0,0,0,0,0,0,0
2217,"Beaver City","NE","40.138100000000001","-99.827200000000005",0,0,0,0,0,0,0,0,0
2221,"Broken Bow","NE","41.403100000000002","-99.639200000000002",0,0,0,0,0,0,0,0,0
2222,"Burwell","NE","41.914400000000001","-98.990600000000001",0,0,0,0,0,0,0,0,0
2223,"Cambridge","NE","40.226700000000001","-100.1358",0,0,0,0,0,0,0,0,0
2226,"Canaday","NE","40.694200000000002","-99.701099999999997",3974.96706691095,0,0,0,0,0,0,3974.96706691095,0
2227,"Jeffrey","NE","40.959404999999997","-100.39790499999999",0,0,0,0,0,0,0,0,0
2228,"Johnson 1","NE","40.693600000000004","-99.817800000000005",0,0,0,0,0,0,0,0,0
2229,"Johnson 2","NE","40.683900000000001","-99.744699999999995",0,0,0,0,0,0,0,0,0
2230,"Chappell","NE","41.105600000000003","-102.47029999999999",0,0,0,0,0,0,0,0,0
2231,"Crete","NE","40.625300000000003","-96.955799999999996",0,0,0,0,0,0,0,0,0
2232,"Curtis","NE","40.6325","-100.51472200000001",0,0,0,0,0,0,0,0,0
2233,"David City","NE","41.254652","-97.119202000000001",0,0,0,0,0,0,0,0,0
2235,"Emerson","NE","42.276400000000002","-96.728899999999996",0,0,0,0,0,0,0,0,0
2236,"Fairbury","NE","40.133871999999997","-97.184286",126.716684584286,0,0,0,0,0,0,0,0
2237,"Falls City","NE","40.055","-95.6083",0,0,0,0,0,0,0,0,0
2238,"Franklin (NE)","NE","40.095300000000002","-98.954400000000007",0,0,0,0,0,0,0,0,0
2240,"Lon Wright","NE","41.428100000000001","-96.462299999999999",629286.199953061,0,0,629286.199953061,0,0,0,0,0
2241,"C W Burdick","NE","40.922800000000002","-98.326899999999995",-745.53699862211,0,0,0,0,0,0,0,0
2243,"Don Henry","NE","40.583154999999998","-98.420055000000005",0,0,0,0,0,0,0,0,0
2244,"North Denver","NE","40.598838999999998","-98.388630000000006",-1145.37119755311,0,0,0,0,0,0,0,0
2249,"Laurel","NE","42.430539000000003","-97.090813999999995",0,0,0,0,0,0,0,0,0
2250,"J Street","NE","40.807879999999997","-96.710667000000001",0,0,0,0,0,0,0,0,0
2255,"Nebraska City # 1","NE","40.680599999999998","-95.847499999999997",0,0,0,0,0,0,0,0,0
2256,"Syracuse # 2","NE","40.675600000000003","-96.177778000000004",0,0,0,0,0,0,0,0,0
2260,"Columbus","NE","41.463900000000002","-97.328299999999999",0,0,0,0,0,0,0,0,0
2265,"Hallam","NE","40.558900000000001","-96.784700000000001",0,0,0,0,0,0,0,0,0
2266,"Hebron","NE","40.187927999999999","-97.577856999999995",0,0,0,0,0,0,0,0,0
2268,"Kearney","NE","40.703510999999999","-99.100752999999997",0,0,0,0,0,0,0,0,0
2271,"McCook","NE","40.221400000000003","-100.6508",0,0,0,0,0,0,0,0,0
2273,"Monroe (NE)","NE","41.487200000000001","-97.607799999999997",0,0,0,0,0,0,0,0,0
2274,"North Platte","NE","41.086399999999998","-100.7594",0,0,0,0,0,0,0,0,0
2277,"Sheldon","NE","40.558900000000001","-96.784700000000001",2324247.54819966,0,0,2324247.54819966,0,0,0,0,0
2278,"Spencer Hydro","NE","42.809336999999999","-98.656283000000002",0,0,0,0,0,0,0,0,0
