"Plant.Code","Plant.Name","State","Latitude","Longitude","Hydropower","Solar","Solar.Thermal","Wind","Geothermal","Solid.Biomass.RDF","Biogas","Oil","Natural.Gas","Uranium","Lignite.Coal.gfc","Ligite.Coal.ngp","Bituminous.Coal.avg","Bituminous.Coal.app","Bituminous.Coal.int","Bituminous.Coal.rmr","Subbituminous.Coal.avg","Subbituminous.Coal.ngp","Subbituminous.Coal.rmr","total.wc"
1371,"Barkley","KY","37.021700000000003","-88.221100000000007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,"Elmer Smith","KY","37.794199999999996","-87.0608",0,0,0,0,0,2097.0358615285,0,2700.36177226927,1272.41167842661,0,0,0,0,12199.3145194169,4850860.94276147,0,0,0,0,4869130.06659311
1376,"Paris (KY)","KY","38.204900000000002","-84.238299999999995",0,0,0,0,0,0,0,1119.62458404768,0,0,0,0,0,0,0,0,0,0,0,1119.62458404768
1377,"Kentucky Dam","KY","37.013100000000001","-88.269199999999998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,"Paradise","KY","37.260800000000003","-86.978300000000004",0,0,0,0,0,0,0,3230.39066239308,0,0,0,0,0,0,25245795.140108,0,0,0,0,25249025.5307704
1379,"Shawnee","KY","37.151699999999998","-88.775000000000006",0,0,0,0,0,0,0,10212.9116457063,0,0,0,0,0,0,0,2634950.21646981,0,1570512.50557464,0,4215675.63369015
1380,"Wolf Creek","KY","36.869100000000003","-85.147000000000006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,"Kenneth C Coleman","KY","37.963099999999997","-86.7911",0,0,0,0,0,0,0,0,1077.61712865178,0,0,0,0,0,0,0,0,0,0,1077.61712865178
1382,"HMP&L Station Two Henderson","KY","37.646900000000002","-87.502799999999993",0,0,0,0,0,0,0,2574.96304776462,0,0,0,0,0,0,0,0,0,0,0,2574.96304776462
1383,"Robert A Reid","KY","37.646099999999997","-87.501900000000006",0,0,0,0,0,0,0,1857.17342333254,1199.85045468813,0,0,0,0,0,0,0,0,0,0,3057.02387802067
1384,"Cooper","KY","36.998100000000001","-84.591899999999995",0,0,0,0,0,0,0,2843.11005127879,0,0,0,0,0,0,0,0,0,0,0,2843.11005127879
1385,"Dale","KY","37.880600000000001","-84.261899999999997",0,0,0,0,0,0,0,510.944380168454,0,0,0,0,0,0,0,0,0,0,0,510.944380168454
1391,"Louisiana 1","LA","30.4922","-91.186400000000006",0,0,0,0,0,0,0,0,1250814.91199657,0,0,0,0,0,0,0,0,0,0,1250814.91199657
1392,"Louisiana 2","LA","30.4922","-91.186400000000006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393,"R S Nelson","LA","30.284400000000002","-93.2911",0,0,0,0,0,0,0,1800604.71893733,370830.787336141,0,0,0,0,0,0,0,0,933920.336700657,0,3105355.84297413
1394,"Willow Glen","LA","30.2743","-91.116399999999999",0,0,0,0,0,0,0,0,394609.198548216,0,0,0,0,0,0,0,0,0,0,394609.198548216
1396,"Coughlin Power Station","LA","30.843900000000001","-92.261111",0,0,0,0,0,0,0,0,425112.237253587,0,0,0,0,0,0,0,0,0,0,425112.237253587
1400,"Teche","LA","29.822222","-91.542500000000004",0,0,0,0,0,0,0,0,65732.7825671679,0,0,0,0,0,0,0,0,0,0,65732.7825671679
1401,"Buras","LA","29.359145000000002","-89.537263999999993",0,0,0,0,0,0,0,0,2452.21722203066,0,0,0,0,0,0,0,0,0,0,2452.21722203066
1402,"Little Gypsy","LA","30.005067","-90.461693999999994",0,0,0,0,0,0,0,0,571814.304987119,0,0,0,0,0,0,0,0,0,0,571814.304987119
1403,"Nine Mile Point","LA","29.947199999999999","-90.145799999999994",0,0,0,0,0,0,0,0,1565683.21951562,0,0,0,0,0,0,0,0,0,0,1565683.21951562
1404,"Sterlington","LA","32.704700000000003","-92.0792",0,0,0,0,0,0,0,0,4730.4297176068,0,0,0,0,0,0,0,0,0,0,4730.4297176068
1407,"A B Paterson","LA","30.015833000000001","-90.025555999999995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1409,"Michoud","LA","30.008099999999999","-89.937200000000004",0,0,0,0,0,0,0,0,741894.76606187,0,0,0,0,0,0,0,0,0,0,741894.76606187
1416,"Arsenal Hill","LA","32.518099999999997","-93.761099999999999",0,0,0,0,0,0,0,0,16211.6942953659,0,0,0,0,0,0,0,0,0,0,16211.6942953659
1417,"Lieberman","LA","32.704700000000003","-93.959699999999998",0,0,0,0,0,0,0,0,32688.8482240073,0,0,0,0,0,0,0,0,0,0,32688.8482240073
1435,"Franklin (LA)","LA","29.822222","-91.542500000000004",0,0,0,0,0,0,0,0,5.75614000725201,0,0,0,0,0,0,0,0,0,0,5.75614000725201
1439,"Houma","LA","29.5806","-90.722499999999997",0,0,0,0,0,0,0,0,7626.30989560818,0,0,0,0,0,0,0,0,0,0,7626.30989560818
1443,"Louis Doc Bonin","LA","30.238038","-92.046263999999994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1445,"Rodemacher","LA","30.236111000000001","-92.008332999999993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1447,"Minden","LA","32.604638999999999","-93.294354999999996",0,0,0,0,0,0,0,0,263.766650920548,0,0,0,0,0,0,0,0,0,0,263.766650920548
1448,"Monroe (LA)","LA","32.523299999999999","-92.179400000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1449,"Morgan City","LA","29.691435999999999","-91.188491999999997",0,0,0,0,0,0,0,0,2843.8040407593,0,0,0,0,0,0,0,0,0,0,2843.8040407593
1453,"New Roads","LA","30.726111","-91.368333000000007",0,0,0,0,0,0,0,40.2895210168673,42.5277167594619,0,0,0,0,0,0,0,0,0,0,82.8172377763292
1455,"Plaquemine","LA","30.273333000000001","-91.256699999999995",0,0,0,0,0,0,0,0,625.895576670902,0,0,0,0,0,0,0,0,0,0,625.895576670902
1456,"Rayne","LA","30.2044","-92.248599999999996",0,0,0,0,0,0,0,7.42175387152819,0,0,0,0,0,0,0,0,0,0,0,7.42175387152819
1464,"Big Cajun 1","LA","30.6739","-91.355599999999995",0,0,0,0,0,0,0,0,16642.2197082612,0,0,0,0,0,0,0,0,0,0,16642.2197082612
1466,"Bar Harbor","ME","44.381700000000002","-68.286900000000003",0,0,0,0,0,0,0,165.977404763267,0,0,0,0,0,0,0,0,0,0,0,165.977404763267
1468,"Eastport","ME","44.913600000000002","-67.003299999999996",0,0,0,0,0,0,0,199.037944736438,0,0,0,0,0,0,0,0,0,0,0,199.037944736438
1469,"Ellsworth Hydro Station","ME","44.544199999999996","-68.430599999999998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,"Howland Hydro Station","ME","45.238599999999998","-68.657200000000003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,"Medway","ME","45.607799999999997","-68.544399999999996",0,0,0,0,0,0,0,220.628501453611,0,0,0,0,0,0,0,0,0,0,0,220.628501453611
1475,"Milford Hydro Station","ME","44.942064000000002","-68.645039999999995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,"Stillwater Hydro Station","ME","44.909399999999998","-68.683300000000003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,"Androscoggin 3","ME","44.135331999999998","-70.201498999999998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1481,"Bar Mills","ME","43.613599999999998","-70.552499999999995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,"Bonny Eagle","ME","43.687688000000001","-70.611553000000001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1483,"Brunswick Hydro","ME","43.920485999999997","-69.967819000000006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1484,"Cape Gas Turbine","ME","43.643599999999999","-70.254400000000004",0,0,0,0,0,0,0,2979.59321338378,0,0,0,0,0,0,0,0,0,0,0,2979.59321338378
1486,"Cataract Hydro","ME","43.495600000000003","-70.447199999999995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,"Continental Mills","ME","44.092001000000003","-70.221923000000004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,"Deer Rips","ME","44.134571999999999","-70.203715000000003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,"Fort Halifax","ME","44.538611000000003","-69.627776999999995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1491,"Gulf Island","ME","44.152853999999998","-70.209378000000001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,"Harris Hydro","ME","45.459200000000003","-69.865799999999993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1493,"Hiram","ME","43.852499999999999","-70.796899999999994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,"Messalonskee 2 (Oakland)","ME","44.548544","-69.710403999999997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1498,"Messalonskee 3","ME","44.569871999999997","-69.681841000000006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,"Messalonskee 5","ME","44.534396999999998","-69.652231999999998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,"North Gorham","ME","43.802517000000002","-70.449920000000006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,"Shawmut","ME","44.629517","-69.583527000000004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,"Skelton","ME","43.570799999999998","-70.558300000000003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,"William F Wyman","ME","43.750799999999998","-70.156700000000001",0,0,0,0,0,0,0,286235.359881711,0,0,0,0,0,0,0,0,0,0,0,286235.359881711
1508,"West Buxton","ME","43.666870000000003","-70.602125000000001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,"Weston Hydro","ME","44.763874999999999","-69.718279999999993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,"Williams Hydro","ME","44.9589","-69.8703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,"Wyman Hydro","ME","45.070300000000003","-69.906400000000005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,"Caribou Generation Station","ME","46.847999999999999","-68.002600000000001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514,"Flos Inn Diesel","ME","46.71","-67.955600000000004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1516,"Squa Pan Hydro Station","ME","46.556477000000001","-68.325537999999995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,"C P Crane","MD","39.323604000000003","-76.365119000000007",0,0,0,0,0,0,0,4583.84868660086,2384.22705065088,0,0,0,0,76999.1635467588,0,0,19712.0420055293,238307.571462611,0,341986.85275215
1553,"Gould Street","MD","39.266300000000001","-76.604699999999994",0,0,0,0,0,0,0,0,7778.10269356413,0,0,0,0,0,0,0,0,0,0,7778.10269356413
1554,"Herbert A Wagner","MD","39.178100000000001","-76.526799999999994",0,0,0,0,0,0,0,132886.503069712,10374.3249947174,0,0,0,0,2456917.44505783,0,22272.9562370053,41635.8622547371,0,0,2664087.091614
1555,"Notch Cliff","MD","39.421700000000001","-76.508700000000005",0,0,0,0,0,0,0,0,4162.94203218595,0,0,0,0,0,0,0,0,0,0,4162.94203218595
1556,"Perryman","MD","39.442836","-76.221761000000001",0,0,0,0,0,0,0,84093.9653900076,23917.6082213096,0,0,0,0,0,0,0,0,0,0,108011.573611317
1557,"Philadelphia","MD","39.2986","-76.563599999999994",0,0,0,0,0,0,0,23148.7394845382,0,0,0,0,0,0,0,0,0,0,0,23148.7394845382
1559,"Riverside (MD)","MD","39.236899999999999","-76.513300000000001",0,0,0,0,0,0,0,9300.03591950832,9090.63805380599,0,0,0,0,0,0,0,0,0,0,18390.6739733143
1560,"Westport","MD","39.271900000000002","-76.618600000000001",0,0,0,0,0,0,0,0,3398.93295498811,0,0,0,0,0,0,0,0,0,0,3398.93295498811
1563,"Crisfield","MD","37.9833","-75.833299999999994",0,0,0,0,0,0,0,2199.34519273416,0,0,0,0,0,0,0,0,0,0,0,2199.34519273416
1564,"Vienna Operations","MD","38.4878","-75.820800000000006",0,0,0,0,0,0,0,21886.1738486531,0,0,0,0,0,0,0,0,0,0,0,21886.1738486531
1567,"Deep Creek","MD","39.523000000000003","-79.412999999999997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,"FirstEnergy R Paul Smith Power Station","MD","39.594999999999999","-77.826939999999993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1571,"Chalk Point LLC","MD","38.544400000000003","-76.686099999999996",0,0,0,0,0,0,0,71866.3849206302,186976.391118743,0,0,0,0,6059457.91550544,0,0,0,0,0,6318300.69154482
1572,"Dickerson","MD","39.209699999999998","-77.464399999999998",0,0,0,0,0,0,0,45824.7999952325,19244.299728363,0,0,0,0,3113486.45403498,0,0,0,0,0,3178555.55375857
1573,"Morgantown Generating Plant","MD","38.359200000000001","-76.976699999999994",0,0,0,0,0,0,0,68658.9342247491,0,0,0,0,0,12590226.7909393,0,0,0,0,0,12658885.7251641
1574,"Conowingo","MD","39.657200000000003","-76.175200000000004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,"Easton","MD","38.778599999999997","-76.076899999999995",0,0,0,0,0,0,0,5854.31800842701,0,0,0,0,0,0,0,0,0,0,0,5854.31800842701
1585,"Exelon Edgar LLC","MA","42.241543999999998","-70.964888999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1586,"Exelon Framingham LLC","MA","42.267200000000003","-71.398300000000006",0,0,0,0,0,0,0,4121.96499111563,0,0,0,0,0,0,0,0,0,0,0,4121.96499111563
1587,"Exelon L Street","MA","42.339199999999998","-71.035300000000007",0,0,0,0,0,0,0,1156.92612623315,0,0,0,0,0,0,0,0,0,0,0,1156.92612623315
1588,"Mystic Generating Station","MA","42.390799999999999","-71.067499999999995",0,0,0,0,0,0,0,191837.108525605,440703.419656172,0,0,0,0,0,0,0,0,0,0,632540.528181777
1589,"New Boston Generating Station","MA","42.339167000000003","-71.035276999999994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1590,"Pilgrim Nuclear Power Station","MA","41.943800000000003","-70.578000000000003",0,0,0,0,0,0,0,0,0,461031.92130681,0,0,0,0,0,0,0,0,0,461031.92130681
1592,"Exelon Medway LLC","MA","42.140028000000001","-71.446440999999993",0,0,0,0,0,0,0,11768.5883663097,0,0,0,0,0,0,0,0,0,0,0,11768.5883663097
1595,"Kendall Square Station","MA","42.363300000000002","-71.0792",0,0,0,0,0,0,0,5130.84158557388,480531.743769762,0,0,0,0,0,0,0,0,0,0,485662.585355336
1597,"Oak Bluffs Diesel Generating Facility","MA","41.450800000000001","-70.554699999999997",0,0,0,0,0,0,0,277.400099250106,0,0,0,0,0,0,0,0,0,0,0,277.400099250106
1599,"Canal","MA","41.769399999999997","-70.509699999999995",0,0,0,0,0,0,0,366621.436314786,5983.94771295078,0,0,0,0,0,0,0,0,0,0,372605.384027737
1603,"Boatlock","MA","42.208599999999997","-72.601399999999998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,"Chemical","MA","42.191899999999997","-72.609700000000004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,"Hadley Falls","MA","42.2119","-72.6036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,"Mount Tom","MA","42.2806","-72.605500000000006",0,0,0,0,0,0,0,273.351869865636,0,0,0,0,0,0,0,0,0,0,0,273.351869865636
1607,"Riverside Holyoke","MA","42.200592","-72.594431999999998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615,"Nantucket","MA","41.258299999999998","-70.051699999999997",0,0,0,0,0,0,0,247.231151694413,0,0,0,0,0,0,0,0,0,0,0,247.231151694413
1619,"Brayton Point","MA","41.710299999999997","-71.193100000000001",0,0,0,0,0,0,0,33600.4002775143,41969.6081962881,0,0,0,1283690.95589592,3851464.44842877,0,0,0,0,0,5210725.4127985
1620,"Deerfield 5","MA","42.691180000000003","-72.956100000000006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626,"Salem Harbor","MA","42.525599999999997","-70.877200000000002",0,0,0,0,0,0,0,74293.2020502059,0,0,0,0,0,0,0,0,0,0,0,74293.2020502059
1629,"Cabot","MA","42.587499999999999","-72.579300000000003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630,"Cobble Mountain","MA","42.117111999999999","-72.864662999999993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1631,"Doreen","MA","42.443300000000001","-73.205799999999996",0,0,0,0,0,0,0,289.833946645263,0,0,0,0,0,0,0,0,0,0,0,289.833946645263
1634,"Gardners Falls","MA","42.5914","-72.730800000000002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637,"Putts Bridge","MA","42.157896000000001","-72.486429999999999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1638,"Redbridge","MA","42.176046999999997","-72.409520999999998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1642,"NAEA Energy Massachusetts LLC","MA","42.094999999999999","-72.594999999999999",0,0,0,0,0,0,0,12559.0533468344,11460.4747544387,0,0,0,0,0,0,0,0,0,0,24019.5281012732
1643,"Woodland Road","MA","42.336215000000003","-73.235485999999995",0,0,0,0,0,0,0,168.387065111166,0,0,0,0,0,0,0,0,0,0,0,168.387065111166
1660,"Potter Station 2","MA","42.234999999999999","-70.967200000000005",0,0,0,0,0,0,0,17114.6608141579,21685.3771264973,0,0,0,0,0,0,0,0,0,0,38800.0379406552
1670,"High Street Station","MA","42.698599999999999","-70.869699999999995",0,0,0,0,0,0,0,687.524290462475,11.3091221318951,0,0,0,0,0,0,0,0,0,0,698.83341259437
1678,"Waters River","MA","42.542949","-70.928314",0,0,0,0,0,0,0,5433.78408451171,2437.04810012919,0,0,0,0,0,0,0,0,0,0,7870.83218464091
1682,"Cleary Flood","MA","41.865299999999998","-71.106099999999998",0,0,0,0,0,0,0,11444.6336291382,48918.9960270435,0,0,0,0,0,0,0,0,0,0,60363.6296561817
1693,"Alcona","MI","44.561960999999997","-83.804505000000006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1694,"Allegan Dam","MI","42.563803","-85.953975999999997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695,"B C Cobb","MI","43.258768000000003","-86.242267999999996",0,0,0,0,0,0,0,0,9812.01783530307,0,0,0,0,759367.238602598,0,0,0,548561.443561302,0,1317740.6999992
1696,"B E Morrow","MI","42.280222000000002","-85.492547999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1698,"C W Tippy","MI","44.259135000000001","-85.939565000000002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,"Cooke","MI","44.472624000000003","-83.571946999999994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1701,"Croton","MI","43.437322000000002","-85.664462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1702,"Dan E Karn","MI","43.644995999999999","-83.840074000000001",0,0,0,0,0,0,0,20781.3927723485,5973.68823987903,0,0,0,0,0,0,0,0,666065.674370433,0,692820.75538266
1704,"Five Channels","MI","44.455517999999998","-83.676274000000006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705,"Foote","MI","44.435381","-83.440721999999994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1706,"Gaylord - Consumers","MI","45.0306","-84.703900000000004",0,0,0,0,0,0,0,0,6810.96959340449,0,0,0,0,0,0,0,0,0,0,6810.96959340449
1707,"Hardy","MI","43.486618","-85.629866000000007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,"Hodenpyl","MI","44.362859999999998","-85.819968000000003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,"J H Campbell","MI","42.910296000000002","-86.200739999999996",0,0,0,0,0,0,0,16280.3400153015,0,0,0,0,0,1628840.41896385,0,0,0,2960963.01237735,0,4606083.7713565
1712,"Loud","MI","44.463099999999997","-83.720799999999997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713,"Ludington","MI","43.894199999999998","-86.444699999999997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714,"Mio","MI","44.661113999999998","-84.131691000000004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,"Palisades","MI","42.323","-86.314599999999999",0,0,0,0,0,0,0,0,0,465329.014802245,0,0,0,0,0,0,0,0,0,465329.014802245
1716,"Rogers","MI","43.613000999999997","-85.479468999999995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,"Straits","MI","45.766858999999997","-84.756601000000003",0,0,0,0,0,0,0,0,1438.69640534199,0,0,0,0,0,0,0,0,0,0,1438.69640534199
1719,"Thetford","MI","43.156745999999998","-83.628589000000005",0,0,0,0,0,0,0,0,243.179985482846,0,0,0,0,0,0,0,0,0,0,243.179985482846
1720,"J C Weadock","MI","43.639927","-83.844712000000001",0,0,0,0,0,0,0,2265.75543192225,0,0,0,0,0,1176581.92782845,0,0,0,565515.214092077,0,1744362.89735245
1722,"Webber","MI","42.952800000000003","-84.902500000000003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1723,"J R Whiting","MI","41.792113999999998","-83.449479999999994",0,0,0,0,0,0,0,5935.47536894424,0,0,0,0,0,111649.029687529,0,0,0,670072.596891607,0,787657.10194808
1725,"Colfax","MI","42.658653000000001","-84.095180999999997",0,0,0,0,0,0,0,492.245415868759,0,0,0,0,0,0,0,0,0,0,0,492.245415868759
1726,"Conners Creek","MI","42.359200000000001","-82.959699999999998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1727,"Dayton (MI)","MI","42.175800000000002","-83.533600000000007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1728,"Delray","MI","42.294699999999999","-83.101900000000001",0,0,0,0,0,0,0,0,6106.14717934003,0,0,0,0,0,0,0,0,0,0,6106.14717934003
1729,"Fermi","MI","41.963099999999997","-83.258099999999999",0,0,0,0,0,0,0,4017.67489125857,0,623325.208768477,0,0,0,0,0,0,0,0,0,627342.883659736
1730,"Hancock","MI","42.549700000000001","-83.442499999999995",0,0,0,0,0,0,0,0,3483.14189732949,0,0,0,0,0,0,0,0,0,0,3483.14189732949
1731,"Harbor Beach","MI","43.851900000000001","-82.643600000000006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1732,"Marysville","MI","42.925600000000003","-82.460599999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1733,"Monroe (MI)","MI","41.890599999999999","-83.346400000000003",0,0,0,0,0,0,0,703008.767858073,0,0,0,0,0,2223849.12822983,0,0,0,4006201.37384871,0,6933059.26993662
1734,"Northeast (MI)","MI","42.45","-83.0381",0,0,0,0,0,0,0,548.727854423507,535.321020674436,0,0,0,0,0,0,0,0,0,0,1084.04887509794
1735,"Oliver","MI","43.8264","-83.238299999999995",0,0,0,0,0,0,0,56.578824968663,0,0,0,0,0,0,0,0,0,0,0,56.578824968663
1737,"Placid 12","MI","42.710599999999999","-83.456900000000005",0,0,0,0,0,0,0,627.282781765006,0,0,0,0,0,0,0,0,0,0,0,627.282781765006
1739,"Putnam (MI)","MI","42.710799999999999","-83.456100000000006",0,0,0,0,0,0,0,540.727782068483,0,0,0,0,0,0,0,0,0,0,0,540.727782068483
1740,"River Rouge","MI","42.273899999999998","-83.111900000000006",0,0,0,0,0,0,0,506.02867305874,59147.3182234593,0,0,0,7330.31289779,2282036.60050964,0,0,0,413870.391624246,0,2762890.6519282
1741,"Slocum","MI","42.122500000000002","-83.185000000000002",0,0,0,0,0,0,0,396.148161194557,0,0,0,0,0,0,0,0,0,0,0,396.148161194557
1743,"St Clair","MI","42.764200000000002","-82.471900000000005",0,0,0,0,0,0,0,28715.5368202539,19602.4670754025,0,0,0,0,1687789.01944924,0,0,0,19044.9644745118,0,1755151.98781941
1744,"Superior","MI","42.2639","-83.642200000000003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1745,"Trenton Channel","MI","42.121699999999997","-83.180800000000005",0,0,0,0,0,0,0,12508.7396387703,191.307006123375,0,0,0,0,1359989.75195289,0,0,0,797697.266972211,0,2170387.06556999
1746,"Wilmot","MI","43.456600000000002","-83.188900000000004",0,0,0,0,0,0,0,421.112242398788,0,0,0,0,0,0,0,0,0,0,0,421.112242398788
1750,"Manistique","MI","45.955013999999998","-86.256291000000004",0,0,0,0,0,0,0,528.004775431577,0,0,0,0,0,0,0,0,0,0,0,528.004775431577
1751,"Edison Sault","MI","46.516199999999998","-84.372900000000001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1753,"Berrien Springs","MI","41.943899999999999","-86.328900000000004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1754,"Buchanan (MI)","MI","41.839565999999998","-86.351050000000001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756,"Saxon Falls","WI","46.539200000000001","-90.374200000000002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,"Superior Falls","MI","46.564601000000003","-90.416146999999995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,"Constantine","MI","41.843600000000002","-85.669399999999996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761,"Mottville","MI","41.805599999999998","-85.750500000000002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,"Presque Isle","MI","46.578899999999997","-87.394999999999996",0,0,0,0,0,0,0,6668.01211470546,0,0,0,0,0,435485.638761953,0,0,0,760632.421496109,0,1202786.07237277
1771,"Escanaba","MI","45.771667000000001","-87.063922000000005",0,0,0,0,0,11.0794697547662,0,890.321305341635,0,0,0,0,0,0,0,0,0,0,0,901.400775096402
